60100087616,011
60109099453,101
60115647383,001
60115706728,110
60115836276,011
60200607319,101
60208859056,100
60200696055,010
60201578573,110
60202028441,010
60211132444,100
60300275719,100
60303721910,101
60308169100,001
60313239554,100
60316292612,100
60301545423,010
60302624902,101
60309352080,010
60310566206,001
60314409646,001
60314677362,100
60315321981,010
60405047251,010
60409494526,110
60413837606,100
60414202112,001
60402980755,011
60403753276,100
60403918112,100
60404734751,001
60409702099,100
60412074023,010
60412403568,100
60500988725,101
60501459332,101
60507188385,010
60507859672,010
70101055390,101
70101591084,000
70106668212,000
70101806644,101
70102595371,010
70104017733,100
70106333059,001
70107607518,001
70107802302,001
70109527917,100
70116488501,110
70210389323,101
70212357817,001
70213203064,101
70213231399,011
70208532247,011
70212952159,110
70301741299,100
70302701615,100
70302225952,001
70302725561,001
70308466144,101
70309183392,100
70313114209,001
70314103363,010
70314181766,110
70316182167,100
70400848957,010
70402452314,000
70402577111,010
70407715021,001
70408730866,000
70410925325,010
70413927351,011
70414057556,110
70402320118,001
70405031350,001
70406235922,010
70408536052,101
70414070335,100
70500206028,110
70503360786,101
70503521107,110
70500281950,010
70503137546,011
70505715891,011
80101625467,100
80103024165,001
80105586785,000
80106276095,010
80116435345,011
80100239550,010
80104093228,001
80105599549,011
80106821306,110
80201130458,110
80201425693,110
80203572060,010
80205471389,100
80205806557,011
80215710120,101
80207823741,110
80209739717,101
80211198633,100
80214808255,110
80216122607,110
80300751915,101
80301564909,011
80315869046,101
80305105477,100
80313135382,001
80314866672,110
80407376086,000
80412628132,001
80414909603,101
80402485653,001
80403453479,001
80415970961,100
80501027955,011
80501362663,010
80503806521,101
90103805627,010
90107908766,101
90110723762,010
90110920234,010
90112146152,010
90113901160,011
90107473681,011
90108091310,100
90115915243,001
90201156584,000
90201526556,011
90202909993,010
90203661478,001
90208832290,010
90210091036,101
90216331053,010
90202608313,110
90210651159,010
90301959860,010
90305010507,100
90306479661,100
90310915810,010
90301961630,011
90307390212,100
90307561809,110
90309242181,001
90310142902,001
90402065650,100
90403417452,010
90406118858,011
90407197013,001
90411751811,010
90401092617,001
90405310904,100
90414524004,010
90502906601,011
90503062373,010
90506447324,000
90502948670,011
100102194209,010
100103459219,110
100104346749,010
100105542635,100
100107040831,101
100107590941,010
100109289455,010
100100029998,110
100102412932,011
100103114599,011
100106013646,110
100200454124,100
100201045778,011
100202722407,101
100206042904,110
100208858435,100
100204616560,100
100206526412,001
100208284570,001
100213291643,001
100213490613,110
100216039212,110
100304573216,011
100304795415,011
100304898480,110
100306931467,110
100309857062,100
100312334897,001
100301376181,010
100302890723,011
100307930291,110
100310956609,010
100316397423,010
100402082379,101
100403870056,101
100405892662,000
100409797294,100
100415054955,011
100415744969,100
100501549737,010
100505271410,101
100506756079,001
100503124796,011
100506435758,110
110107120540,101
110107269221,100
110104275512,110
110104792244,001
110104992704,010
110109993356,110
110110703580,100
110114230604,001
110202504198,100
110202933133,011
110204374731,001
110207292382,100
110208878213,010
110209720894,010
110210763999,110
110211996055,101
110212111155,000
110202250170,110
110206323740,110
110305145129,011
110307882788,010
110312590428,100
110316222503,011
110316240088,101
110301542153,110
110312410099,110
110315277485,110
110402739913,110
110404173655,010
110405006507,100
110408236771,100
110408836187,011
110413033534,101
110407365167,001
110408102474,110
110410198406,100
110413727477,110
110501264509,000
110504028666,010
110505544737,001
120104859274,011
120106189491,011
120113193009,010
120113740731,110
120114291862,110
120114414247,100
120116223639,010
120116651586,011
120103055817,101
120105795384,100
120111296308,100
120114520328,110
120201516045,100
120201566386,011
120207952579,010
120214431849,011
120214698646,101
120201658779,001
120203169756,110
120306263651,100
120312075343,101
120312581465,010
120313092903,001
120316208093,100
120305793732,010
120306102739,110
120313765455,101
120316361580,101
120400151643,110
120401450179,010
120403926285,010
120409874906,010
120411934543,011
120413046079,010
120413929722,100
120400708320,110
120401368401,110
120403177448,011
120405553842,011
120409463450,100
120411110798,101
120414699541,100
